Card ID,Name,Game,Card Type,Cycle,Card Size,Found In,Used For,BP Level,Backside Effects,AT/GT?,AT/GT,Resources,Non-Response Text,Responses,Crit Lore,Crit Response,Secrets,FAQ,Errata
DS2466,Golden Chest,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase,7/8,1 Wish Embryo,,"Fail Remove the closest Irem Tower Terrain tile from the Battle Board. WoO {Wish Away}. :Wound {Midas X}, where X is the Primordial level","Your blow has shattered something deep inside, something irreplacable",Disable the {Global Wish} Trait!,,,
DS2467,Horn of the Unspent,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase-Q,9/10,1 Old Irem Fragment,,Fail Move to the Endless Staircase. :Wound Gain the [Wishagog|DL2011] Condition card,"The horn is brittle and hollow. As you break it, you think you hear a distant, silent cry",Disable the _Wishagog_ Condition! Discard all _Wishagog_ Condition cards from Titans,,,
DS2468,Wishstorm,Odyssey,BP,Cycle IV,Standard,,Demidjinn,II,,Staircase,7/8,1 Wish Embryo,,Fail Gain +2 @Fate. Move to the Endless Staircase. :Wound The Demidjinn moves to the Attacker and performs {Sandstorm Spiral} against them. WoO The Demidjinn moves 4 spaces directly forward. Place a [Wishstorm|DI2030] Terrain tile directly in front of the Demidjinn,You greatly destabilized the Sandstorm!,Move the Demidjinn up to 4 spaces. You may perform a *Bonus Attack!*,,,
DS2469,Wish Resonator,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase,9/10,"1 Mutable Ambrosia, 1 Wish Embryo",,Fail Remove the closest Irem Tower Terrain tile. Gain the [Wishagog|DL2011] Condition card. :Wound Move to the Endless Staircase,"You break the strange bone, so reminiscent of the giant collar, and something appears in your hand. Did you wish it?","Gain the [Wishblade|DJ2361] @Gear card (Secret deck 11, card 192), @Adversary",,,
DS2470,Eye of the Storm,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase,8/9,"1 Mutable Ambrosia, 1 Wish Embryo",,Fail Gain +3 @Fate. Move to the Endless Staircase. :Wound Remove the closest Irem Tower Terrain tile from the Battle Board. {Wish Away},You destabilized the Endless Staircase,Move the Demidjinn up to 5 spaces. Perform a *Bonus Attack* with +1 @Power!,,,
DS2471,Hingeless Jaw,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase-Q,9/10,"1 Mutable Ambrosia, 1 Old Irem Fragment","You may voluntarily end this Attack before performing the Power Roll. If you do, clear the Kratos Pool",Instinct Gain the [Wishagog|DL2011] Condition card. Move to the Endless Staircase,This jaw was not for biting; it was a snare for those who lusted a bit too much. Now you've broken it,Wish Attacks become normal Attacks,,,
DS2472,Hidden Eye,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase-Q,11/12,"1 Mutable Ambrosia, 1 Old Irem Fragment",,"Fail Discard the lowest level AI card, tehn shuffle the AI IV card into the AI deck. If it's already in the deck, do not discard the AI card, but move the AI IV to the top. :Wound Gain the [Wishagog|DL2011] Condition card. WoO {Wish Away}","You see in it greed, fear, regret, and resignation. Or is it a mirror?",Gain the @PriorityTarget Priority Target token.. You may perform a *Bonus Attack!*,,,
DS2473,Wishbone of the Unspent,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase-Q,8/9,"1 Mutable Ambrosia, 1 Wish Embryo",,Fail Remove the closest Irem Tower Terrain tile. Move to the Endless Staircase. :Wound Gain the [Wishagog|DL2011] Condition card,"Is it a bone? Is it an organ? To you it matters not. As it sags and dissolves, a wish is granted","The Demidjinn dies! After the Battle, resolve the _Wish Granted_ Special Event",,,
DS2474,The Lamp,Odyssey,BP,Cycle IV,Standard,,Demidjinn,III,,Staircase,10/11,"1 Mutable Ambrosia, 1 Old Irem Fragment",,Fail Remove the closest Irem Tower Terrain tile. Gain the [Wishagog|DL2011] Condition card. :Wound Gain the [Wishkeen|DL2011] Condition card. WoO {Wish Away},"You stifle the conjoiner flame and crack the Lamp. As you do, the preternatural winds seem to die down!",Disable the Wish Away keyword on the Demidjinn Attacks and BP cards,,,
DS2496,Radial Footing,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,Staircase,9/8,1 Promised Future's Carcass,,Fail Gain 2 Ambrosia tokens. :Wound Create an [Irem Tower|DI2028]. {Midas 1},"Like a living thing, the tower sprouted wicked roots of bronze, gold, and umbral stone. As you pull some of them out, the whole thing creaks",Create all Vantage Points!,,,
DS2497,Diaphragm Wall,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,AT,8,1 Black-tainted Stepfinger,,Fail {Midas 2}. :Wound Create an [Irem Tower|DI2028]. Gain 1 Ambrosia token,"You break through the foundational wall, letting in fire, water, and hope",You may perform a *Bonus Attack!*,,,
DS2498,Lower Bone Girder,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,AT,8,1 Black-tainted Stepfinger,,Fail {Midas 2}. :Wound Create an [Irem Tower|DI2028]. Gain 1 Ambrosia token,"As the giant black rods bend under the barrage of your repeated strikes, the whole tower subsides!",Remove the highest Staircase tier (to a minimum of 1)!,,,
DS2499,Auric Duct,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,AT-Q,7,2 Mutable Ambrosia,,Fail {Midas 3}. :Wound {Midas 1},"The hollow tubes buckle and crease, and you feel a rain of gold wash over you, this one, somehow, leaving you unharmed","Gain the [Molten Gold Kalasiris|DJ2367] @Gear card (Secret deck 11, card 198), @Adversary",,,
DS2500,Substructural Stone Plating,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,Staircase,9/8,2 Mutable Ambrosia,,Fail {Midas 1}. Gain 1 Ambrosia token. {Wish Away},"Each hit chinks the fortified stone -- and if the Staircase truly is endless, you'll make yourself a ladder!","Until the end of Battle, all Titans gain a +1 bonus to Ascent Checks!",,,
DS2501,Seismic Absorber Tissue,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,I,,AT-Q,7,2 Mutable Ambrosia,,Fail Remove 2 Irem Towers. {Wish Away}. {Knockdown}. :Wound WoO {Airburst 3}. Remove an Irem Tower,"Your attack tears the inner ""tissue"" of the tower. Each subsequent shudder feels stronger than the last","Until the end of Battle, the Babelian Lunacy has -1 @AT when attacked from the Endless Staircase or VPs",,,
DS2502,Higher Bone Girder,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,Staircase,11/10,1 Promised Future's Carcass,,Fail Gain 2 Ambrosia tokens. :Wound Create an [Irem Tower|DI2028]. {Midas 2},"The long, narrow girders screech and crack, and you feel the twoer contract, as if hunching to retain balance",Remove the highest Staircase tier (to a minimum of 1)!,,,
DS2503,Umbral Hand of the Market,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,AT,10,1 Black-tainted Stepfinger,,Fail Remove 2 Irem Towers. {Wish Away}. Gain as many @Danger as you have Ambrosia tokens. :Wound WoO {Airburst 4}. Remove an Irem Tower,"The onyx hand of liquid ambrosia takes a swing at you, but you duck and sever it at the wrist!",Create all Vantage Points or create 4 Irem Towers,,,
DS2504,Superstructural Stone Plating,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,Staircase,11/10,1 Promised Future's Carcass,,Fail {Midas 3}. Remove an Irem Tower. :Wound Create an Irem Tower. {Midas 2}. Gain the [Covetous|DL2007] Condition card,"Your body trembles, and your weapon moans as you plunge it deeper and deeper, until you pierce the very black core of the tower!",Gain the @PriorityTarget Priority Target token.. You may perform a *Bonus Attack!*,,,
DS2505,Outrigger Umbral Muscles,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,AT-Q,9,2 Mutable Ambrosia,,Fail Gain 3 Ambrosia tokens. :Wound {Midas 2}. Then move every Irem Tower in Zone 5 around the Babelian Lunacy 2 spaces directly away from it,"A few swift strikes and you manage to tear away a cluster of these strange, semi-solid beams of elastic stone!","Gain the [Outrigger Bodysuit|DJ2368] @Gear card (Secret deck 11, card 199(, @Adversary",,,
DS2506,Motion Damper Organ,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,AT,10,1 Black-tainted Stepfinger,,Fail Remove 3 Irem Towers. {Wish Away}. :Wound Gain +2 @Danger. WoO Move every Irem Tower in Zone 5 around the Babelian Lunacy 2 spaces directly toward it. Remove any Irem Tower that cannot be moved 2 spaces (even if occupied),"You cut the enormous, tonsil-like bulge out, and the whole structure shudders, thrown off balance!","Until the end of Battle, the Babelian Lunacy has -1 @AT when attacked from the Endless Staircase or VPs",,,
DS2507,Glass Ceiling of Babel,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,II,,AT-Q,9,2 Mutable Ambrosia,,Fail {Midas 2}. Gain the [Covetous|DL2007] Condition card. {Knockdown}. :Wound WoO Remove al Irem Towers from the two outermost rings of the Battle Board (even if occupied),"You did not believe it existed, you have not seen it, yet only now, as the glass shards fall all around you, do you feel you are making real progress",You may move to an empty VP and gain the [Lander|DL2019] Condition card,,,
DS2508,Soul of Greed,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT-Q,20,"2 Mutable Ambrosia, 1 Promised Future's Carcass",,Instinct WoO {Airburst 4}. Remove 3 Irem Towers. {Midas 3},"In the unseeing eyes of the shapeless thing, you see only unquenchable hunger and disappointment",The Babelian Lunacy dies!,,,
DS2509,Aurified Sapling,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT,19,2 Promised Future's Carcass,,Fail {Midas 2}. Gain the [Greed-crazed|DL2007] Condition card. :Wound Gain the Windblight Curse Affliction. WoO {Airburst 8}. Remove an Irem Tower,"Before it was consumed by the golden flood, the sapling put up a valiant struggle...",Gain +1 @Progress. Immediately resolve the _Gilded Forest_ Special Event,,,
DS2510,Web of Influence,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT,18,"2 Mutable Ambrosia, 1 Promised Future's Carcass",,Instinct Perform Signature against the Attacker,"In a moment of clarity, you see a gossamer web of invisible strands stretching far beyond the horizon. Greed entangles all. You will rip it to shreds!",Gain the @PriorityTarget Priority Target token.. You may perform a *Bonus Attack!*,,,
DS2511,Spine Supercolumn,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT-Q,18,2 Black-tainted Stepfinger,,Fail Perform an Obol Draw. :Wound {Midas 3}. Gain the [Greed-crazed|DL2007] Condition card. WoO {Wish Away} each Titan,"You cut through the thicket of stone columns and tiny, embryo-like spires. Only once you emerge do you realize you are grasping one of them","Gain the [Bailout|DJ2369] @Gear card (Secret deck 11, card 200), @Adversary",,,
DS2512,Core of Curses,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT,19,2 Black-tainted Stepfinger,,Fail You die. :Wound Gain a random Curse Affliction,"As you strike the cancerous tumor, it stares at you, its eyes empty, behind them the truth of the Thrice-Cursed Land","Disable Curse AI cards. After the Battle, resolve the _Heart of Gold_ Special Event",,,
DS2513,Panopticon of Ebony Gold,Odyssey,BP,Cycle IV,Standard,,Babelian Lunacy,III,,AT-Q,19,"1 Black-tainted Stepfinger, 1 Promised Future's Carcass",,Fail {Reverse Unholy Alchemy}. :Wound Gain the Goldthirst Curse Affliction. WoO {Unholy Alchemy},It has hounded you across the barren wastes from the first day you set foot in accursed Persia. You gouge it out!,Disable the Midas X keyword,,,
ES3043,Pale Claw,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Gain the [Terror|EL2596] Condition card and +2 @Danger,AT,8,1 Oxydized Ambrosia,,Fail Gain the [Fear|AL0299] Condition card and +1 @Danger. :Wound WoO {Vanish 3},"You smash the hard, chitinous claw into tiny fragments! They float in the aetherized water like dandruff, leaving a trail for you to follow",Reduce Vanish by 1,,,
ES3044,Incision Tusk,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Perform Signature against the Attacker,AT,7,1 Oxydized Ambrosia,,Fail Perform Signature. :Wound WoO {Vanish 3},"You grab one of the long abdomen tusks and rip it out of its socket, then proceed to skewer the dragon with it!",Reduce Vanish by 1 and perform a *Bonus Attack!*,,,
ES3045,Cnidarian Tail,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Gain 1 Despair token and +3 @Danger,AT,7,1 Oxydized Ambrosia,,Instinct WoO {Vanish 4},"You rip away a strand of the semi-gelatinous, flourescent tail!","Gain the [Phobos Whip|EJ2967] @Gear card (Secret deck 18, card 283), @Adversary",,,
ES3046,Clawhorn,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Gain the [Terror|EL2596] Condition card and +2 @Danger,AT,6,1 Oxydized Ambrosia,,Fail Gain the [Fear|AL0299] Condition card and +1 @Danger,"As you break one of the Dragon's horns, it recoils... in fear!",You may discard 1 Despair token and perform a *Bonus Attack!*,,,
ES3047,Hairy Neck,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Perform Signature against the Attacker,AT,6,1 Oxydized Ambrosia,,Fail Gain 2 Ambrosia tokens. :Wound {Inkblot}. WoO {Vanish 2},"Your hit grazes the monster's head, shearing off a large part of its strangely thick mane!",Reduce Vanish by 1,,,
ES3048,Mortal-Like Torso,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,I,<Full Miss> Gain 1 Despair token and +3 @Danger,AT,8,1 Oxydized Ambrosia,,Fail Gain 1 Despair token. :Wound Gain 1 Ambrosia token,"You attack cuts across the disturbingly humanoid torso, spilling guts, ambrosia, and... a strange stone","Gain 1 Sisyphus Tear, Echo of Recollection, or Pygmalion Stone Divine resource!",,,
ES3049,Hellhorns,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Gain 2 Despair tokens,AT,9,1 Amygdalan Extract,,Fail Gain @Danger equal to the Primordial level. :Wound {Vanish 4},"Left without its devil horns, the dragon seems diminished, its once smiling maw now shut, solemn",Disable [Fear|AL0299] and [Dread|AL0299] Condition card effects. Discard all _Fear_ and _Dread_ Condition cards from all Titans,,,
ES3050,Deltoid Head,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Gain the [Terror|EL2596] Condition card and +3 @Danger,AT-Q,7,1 Hydrodynamic Scales,,"Fail {Vanish 5}. :Wound {Pushback 3}, perform Signature against the Attacker",The creature survives a direct hit to the head and continues to fight with a cratered cranium,"Disable the {Black Than the Night} Trait. If it's not in play, perform a *Bonus Attack* instead!",,,
ES3051,Feeler Dress,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Gain 2 Despair tokens,AT,10,1 Amygdalan Extract,,Fail Gain @Danger equal to the Primordial level and the [Dread|AL0299] Condition card,"The surprisingly delicate feelers shrivel and die, and the dragon lets out a painful wail",You may discard all Despair tokens and perform a *Bonus Attack!*,,,
ES3052,Onyx Smokers,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Gain the [Terror|EL2596] Condition card and +3 @Danger,AT,8,1 Hydrodynamic Scales,,Instinct Gain 2 Ambrosia tokens,"Your sustained attacks smash the smokers utterly, preventing the dragon from spewing more of its ink smoke!",Disable the {Inkblot} keyword,,,
ES3053,Wide Grin,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Perform Signature against the Attacker,AT-Q,10,1 Amygdalan Extract,,Fail Perform Signature. :Wound {Vanish 4},"You wip the grin off its hideous face, along with the face itself!","Disable the {Pale Grin of Doom} Trait. Gain the [Grinmask|EJ2968] @Gear card (Secret deck 18, card 284), @Adversary",,,
ES3054,Unseen Antennae,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,II,<Full Miss> Perform Signature against the Attacker,AT,8,1 Hydrodynamic Scales,,Fail Gain the [Terror|EL2596] Condition card. :Wound {Inkblot}. {Vanish 5},"Your attack must've hit a sensitive nerve, because the dragon begins to convulse, dusting up the seabed and betraying its position",Reduce Vanish by 2,,,
ES3055,Soulless Eyes,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Gain the [Holy Terror|EL2596] Condition card,AT,10,"1 Oxydized Ambrosia, 1 Hydrodynamic Scales",,Fail Gain @Danger equal to the Primordial levle. :Wound {Vanish 7},"You come face to face with the monstrosity and, without flinching, gouge its eyes out!",Disable the effects of Despair tokens,,,
ES3056,Antediluvian Tooth,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Perform AI against the Attacker,AT,11,"1 Oxydized Ambrosia, 1 Amygdalan Extract",,Fail Perform Signature. :Wound Discard up to 3 Ambrosia and/or Despair tokens,"You rend the creature's side and, for a moment, are convinced you see a spiraled shape within, like an embryo. Something falls out from the cavity: a tooth shaped like a claw","Gain the [Claw Cracker|EJ2966] @Gear card (Secret deck 18, card 282, @Adversary. After the Battle, resolve _The Great Flood_ Special Event",,,
ES3057,Amygdalan Ganglia,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Gain a random Phobia Affliction and die,AT-Q,10,"1 Oxydized Ambrosia, 1 Hydrodynamic Scales",,Fail Gain a random Phobia Affliction. {Vanish 7},"With its largest cluster of nerves severed, the dragon shrivels, as if the fear it spread finally got to it too",Disable [Terror|EL2596] and [Holy Terror|EL2596] Condition card effects. Discard all _Terror_ and _Holy Terror_ Condition card from all Titans. You may discard all Despair tokens and perform a *Bonus Attack!*,,,
ES3058,Glimpse of Truth,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Gain the [Holy Terror|EL2596] Condition card,AT-Q,11,"1 Oxydized Ambrosia, 1 Amygdalan Extract",,Instinct {Vanish 5}. Gain the [Terror|EL2596] Condition card and @Danger equal to the Primordial level,"For a moment, you are transporte to a cold, star-filled void, but then the lights flicker and die, until only Dark remains","Gain +1 @Progress. After the Battle, resolve the _Just a Peek_ Special Event",,,
ES3059,Doom-Shaped Heart,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Gain a random Phobia Affliction and die,AT-Q,12,"1 Oxydized Ambrosia, 1 Amygdalan Extract",,"Fail Die. :Wound During the second ability window, turn all your Despair tokens into Hope tokens or place 2 Hope tokens in the Kratos Pool","What is the shape of doom? It is the sleepless nights, the trembled whispers, the small deaths",The Dragon of Phobos dies! Gain +1 permanent Courage (once per Argonaut Lifetime),,,
ES3060,Ambrosia Ink Sac,Odyssey,BP,Cycle V,Standard,,Dragon of Phobos,III,<Full Miss> Perform AI against the Attacker,AT,10,"1 Oxydized Ambrosia, 1 Hydrodynamic Scales",,Wound {Inkblot}. {Vanish 7},"You rupture the bloated ink sac, spilling the ambrosia into the sea, rendering the dragon's ambrosia attacks useless",Disable gaining Ambrosia tokens,,,
ES3082,Pincer Leg,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,8,1 Oxydized Ambrosia,,Fail WoO {Retreat 4}. :Wound Gain 1 Ambrosia token,"A spindly appendage, not for fighting but for scurrying away, the cockroach that it is. No more!",Permanently lower Scan Difficulty by 2,,,
ES3083,Black Fin,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,7,1 Oxydized Ambrosia,,Fail {Burn}. Gain 1 Despair token. WoO {Retreat 4}. :Wound Gain 1 Ambrosia token,"You cut away one of the large fins, and the monster goes belly up, exposing itself for a follow-up!",Perform a *Bonus Attack!*,,,
ES3084,Serpentine Tail,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,7,1 Oxydized Ambrosia,,Fail {Knockdown}. {Knockback 10}. :Wound Create a VP. WoO {Retreat 4},"It still writhes after you have cut it, tries to get away from you, sidewinding like a snake!",Create a VP. Perform a *Bonus Attack!*,,,
ES3085,Tentacle Cluster,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,6,1 Oxydized Ambrosia,,Fail WoO {Skitter 4}. :Wound Create a VP. Gain 1 Despair token,"These udder-like tentacles are soft to the blade! Once cut, they float and squirm like sea worms, exuding ambrosia and another, milky substance",Create a VP. Gain the [Bravery|EL2600] Condition card,,,
ES3086,Fulimating Veil,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,6,1 Oxydized Ambrosia,,Fail {Burn}. Gain the [Fear|AL0299] Condition card. :Wound {Burn}. WoO {Retreat 4},"The pores of its thick hide are full of captured aether. Your blow ignites them prematurely, causing internal explosions!","Gain the [Veilwrappings|EJ2970] @Gear card (Secret deck 18, card 286)!",,,
ES3087,Darkness Mantle,Odyssey,BP,Cycle V,Standard,,Meduketos,I,,AT,8,1 Oxydized Ambrosia,,Fail Gain 1 Ambrosia token. :Wound WoO {Retreat 4},"The ambrosia cloud that follows the Primordial is unnatural, swarming with tiny shrimp-like creatures. You set it aflame!",Disable Ambrosia Responses,,,
ES3088,Organic Vents,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT,9,1 Microwave Cell,,Fail Flip 1 Oxygen token. {Knockdown}. :Wound Discard 1 Aether token. Gain 2 Ambrosia tokens. WoO {Retreat 5},"These ducts resemble the black smoke vents found on the seafloor, but thicker fumes hide otherworldly parasites, and death","Flip 1 Aether token. Gain the [Microwave Shieldscale|EJ2971] @Gear card (Secret deck 18, card 287)!",,,
ES3089,Fireglands,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT-Q,7,1 Photophobic Flesh,,Fail {Burn}. {Knockdown}. :Wound WoO {Retreat 5},You smash the glands responsible for the flaming corona that engulfs the Primordial whenever it bears down on you,Disable Incineration on Crash,,,
ES3090,Microwave Lungs,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT,10,1 Microwave Cell,,Fail {Burn}. Gain 1 Ambrosia token. {Knockdown}. :Wound WoO {Retreat 5},These lungs breathe in aether and breathe out microwave fire. Let the thing cough itself to death!,Disable the {Microwave Shield} Trait,,,
ES3091,Pollywog Hatchery,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT,8,1 Photophobic Flesh,,Instinct WoO {Skitter 4},These milk-white globules are the eggs of a thousand monstrosities. You will not let even one escape your wrath!,Permanently lower Scan Difficulty by 2,,,
ES3092,Voracious Head,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT-Q,10,1 Microwave Cell,,"Fail Gain X Despair tokens, where X is the Primordial level. {Knockdown}. :Wound Gain 2 Ambrosia tokens. WoO {Retreat 10}","As the Primordial snaps at you, you meet it half-way with a blunt strike that shatters its teeth and sends the splinters deep into its throat. Choke on it!",Disable the Burn keyword,,,
ES3093,Void Blowhole,Odyssey,BP,Cycle V,Standard,,Meduketos,II,,AT,8,1 Photophobic Flesh,,Fail {Burn}. Gain 1 Ambrosia token and 1 Aether token. {Knockdown}. :Wound Create a VP. WoO {Retreat 5},Your hit clogs the tiny hole the monster uses to regulate its aether intake!,Create a VP. Perform a *Bonus Attack!*,,,
ES3094,Organs of Amygdala,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT,10,"1 Oxydized Ambrosia, 1 Photophobic Flesh",,Fail Gain the [Holy Terror|EL2596] Condition card and as many Despair tokens as you have Aether tokens. {Knockdown}. :Wound Gain the [Terror|EL2596] Condition card. {Knockdown},"Eerily symmetrical, this galnd plays an otherworldly dirge--until you hack it to pieces","Discard all [Fear|AL0299], [Dread|AL0299], [Terror|EL2596], and [Holy Terror|EL2596] Condition cards. Disable gaining those Condition cards",,,
ES3095,Mother-Father Union,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT,11,"1 Oxydized Ambrosia, 1 Microwave Cell","You may voluntarily end this Attack before performing a Power Roll. If you do, clear the Kratos Pool",Instinct {Lightbend},"Within the folds of the thick skin, you find something... alien and horrid, the mere visage of which triggers your flight response. With the last shreds of will, you manage to squash it. What was that?",Disable the Skitter keyword,,,
ES3096,Tracker Eye,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT-Q,10,"1 Oxydized Ambrosia, 1 Photophobic Flesh",,Fail {Burn} Gain 2 Ambrosia tokens. WoO {Skitter 5}. :Wound Draw and perform an AI card,"It does not see, but it beams a cold, hounding light for the others... Pull it out!",Attacks from outside of the Battle Board don't lose @WoO,,,
ES3097,Fleece-Like Hole,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT-Q,11,"1 Oxydized Ambrosia, 1 Microwave Cell",,Instinct Perform Signature against the Attacker,"Deep within the mountain of fat and muscles, a curious void remains, shaped like the fabled Chrysomallos, the divine ram of the Golden People. Why here, of all places?","The Meduketos dies! After the Battle, resolve the _Chrysomallos_ Special Event",,,
ES3098,Medusal Crown,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT-Q,12,"1 Oxydized Ambrosia, 1 Microwave Cell",,Fail You are petrified (die). :Wound Gain 2 Ambrosia tokens. WoO {Retreat 5},"From which the monster takes its name, the writhing crown of eye-stalks that makes the seas burn. Become like Perseus, and wear it!","Gain the [Oculus Headlamp|EJ2969] @Gear card (Secret deck 18, card 285)!",,,
ES3099,Blackflame Cauldron Belly,Odyssey,BP,Cycle V,Standard,,Meduketos,III,,AT,10,"1 Oxydized Ambrosia, 1 Photophobic Flesh",,Fail {Burn}. Gain 3 Ambrosia tokens. :Wound WoO {Retreat 6},Within the cavernous organ microwaves blossom. Become a mortal catalyst and give it the mother of all indigestions!,Perform a *Bonus Attack!*,,,
ES3123,The Crawls,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,AT,10,"2 Oxydized Ambrosia, 1 Fading Light Construct",,Fail Gain the [Fear|AL0299] Condition card. {Ur-Knockback 4}. :Wound Gain 2 Ambrosia tokens. {Flicker},A grotesque tentacle-like mass undulates to the rhythm of a heartbeat,Perform a *Bonus Attack!*,,,
ES3124,Pipe Organ Hand,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,AT,9,1 Fading Light Construct,,Fail Gain 1 Despair token. {Ur-Knockback 4}. :Wound {Burn}. Gain 2 Ambrosia tokens. {Flicker},This misshapen hand plays a mournful tune of fall and futility of all things,Each Titan may discard either their Despair tokens or a Condition card,,,
ES3125,Fossilized Body,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,AT,9,"2 Oxydized Ambrosia, 1 Black Wool Strand",,Fail Gain 2 Ambrosia tokens. :Wound Gain the [Fear|AL0299] Condition card. {Flicker},"Its body looks long-dead, yet it still writhes, like a maggot. Or dreams of youth",Perform a *Bonus Attack!*,,,
ES3126,Oceancrowned Head,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,AT-Q,8,1 Black Wool Strand,,Fail Gain the [Terror|EL2596] Condition card. :Wound Gain 1 Despair token. {Flicker},"So alien yet so familiar, the face of your god, your king, your father looks upon thee",Immediately discard all Ambrosia tokens,,,
ES3127,Olympian Breastplate,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,GT,10,"2 Oxydized Ambrosia, 1 Fading Light Construct",,Instinct {Burn}. Flip 1 Oxygen token. {Flicker},"It wears old Olympian armor, though warped like the rest of its fetid frame","Gain the [Flame-Hardened Plate|EJ2975] @Gear card! (Secret deck 18, card 291)",,,
ES3128,Seaweed Cloak,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,I,,AT-Q,8,1 Oxydized Ambrosia,,Fail Gain 2 Ambrosia tokens. :Wound Gain the [Terror|EL2596] Condition card. {Flicker},"""Wreathed was it in despair, and whence it moved, desolation followed close by.""",Immediately move Ur-Fleece to a chosen Black Abyss tile!,,,
ES3129,Soulhusk,Odyssey,BP,Cycle V,Standard,,Ur-Fleece,II,,GT,12,1 Fading Light Construct,,Fail Gain the [Holy Terror|EL2596] Condition card. :Wound Disable the [Just a Memory|EX3244] Trait. Gain 1 Aether token. {Flicker},What is this shriveled form that falls away at your blade? What was this thing before it became... this?,Disable the {Fade In} keyword,,,
